"","country_or_area","commodity_transaction","year","unit","quantity","quantity_footnotes","category"
"5392","Ecuador","Electricity - net production",1999,"Kilowatt-hours, million",10111,NA,"total_electricity"
"5393","Ecuador","Electricity - net production",1998,"Kilowatt-hours, million",10709,NA,"total_electricity"
"5394","Ecuador","Electricity - net production",1997,"Kilowatt-hours, million",10204,NA,"total_electricity"
"5395","Ecuador","Electricity - net production",1996,"Kilowatt-hours, million",9201,NA,"total_electricity"
"5396","Ecuador","Electricity - net production",1995,"Kilowatt-hours, million",8283,NA,"total_electricity"
"5397","Ecuador","Electricity - net production",1994,"Kilowatt-hours, million",8033,NA,"total_electricity"
"5398","Ecuador","Electricity - net production",1993,"Kilowatt-hours, million",7300,NA,"total_electricity"
"5399","Ecuador","Electricity - net production",1992,"Kilowatt-hours, million",7062,NA,"total_electricity"
"5400","Ecuador","Electricity - net production",1991,"Kilowatt-hours, million",6836,NA,"total_electricity"
"5401","Ecuador","Electricity - net production",1990,"Kilowatt-hours, million",6242,NA,"total_electricity"
"5402","Guyana","Electricity - net production",2014,"Kilowatt-hours, million",950.76,NA,"total_electricity"
"5403","Guyana","Electricity - net production",2013,"Kilowatt-hours, million",933.92,NA,"total_electricity"
"5404","Guyana","Electricity - net production",2012,"Kilowatt-hours, million",814.9,NA,"total_electricity"
"5405","Guyana","Electricity - net production",2011,"Kilowatt-hours, million",780.4,NA,"total_electricity"
"5406","Guyana","Electricity - net production",2010,"Kilowatt-hours, million",741.7,NA,"total_electricity"
"5407","Guyana","Electricity - net production",2009,"Kilowatt-hours, million",698.55,NA,"total_electricity"
"5408","Guyana","Electricity - net production",2008,"Kilowatt-hours, million",685.12,NA,"total_electricity"
"5409","Guyana","Electricity - net production",2007,"Kilowatt-hours, million",675.08,NA,"total_electricity"
"5410","Guyana","Electricity - net production",2006,"Kilowatt-hours, million",641.83,NA,"total_electricity"
"5411","Guyana","Electricity - net production",2005,"Kilowatt-hours, million",622.04,NA,"total_electricity"
"5412","Guyana","Electricity - net production",2004,"Kilowatt-hours, million",824.73,NA,"total_electricity"
"5413","Guyana","Electricity - net production",2003,"Kilowatt-hours, million",789.47,NA,"total_electricity"
"5414","Guyana","Electricity - net production",2002,"Kilowatt-hours, million",882.44,NA,"total_electricity"
"5415","Guyana","Electricity - net production",2001,"Kilowatt-hours, million",889,NA,"total_electricity"
"5416","Guyana","Electricity - net production",2000,"Kilowatt-hours, million",870.62,NA,"total_electricity"
"5417","Guyana","Electricity - net production",1999,"Kilowatt-hours, million",835.79,NA,"total_electricity"
"5418","Guyana","Electricity - net production",1998,"Kilowatt-hours, million",825,NA,"total_electricity"
"5419","Guyana","Electricity - net production",1997,"Kilowatt-hours, million",764,NA,"total_electricity"
"5420","Guyana","Electricity - net production",1996,"Kilowatt-hours, million",662.9,NA,"total_electricity"
"5421","Guyana","Electricity - net production",1995,"Kilowatt-hours, million",552,NA,"total_electricity"
"5422","Guyana","Electricity - net production",1994,"Kilowatt-hours, million",546,NA,"total_electricity"
"5423","Guyana","Electricity - net production",1993,"Kilowatt-hours, million",225,NA,"total_electricity"
"5424","Guyana","Electricity - net production",1992,"Kilowatt-hours, million",219,NA,"total_electricity"
"5425","Guyana","Electricity - net production",1991,"Kilowatt-hours, million",237,NA,"total_electricity"
"5426","Guyana","Electricity - net production",1990,"Kilowatt-hours, million",289,NA,"total_electricity"
"5427","Paraguay","Electricity - net production",2014,"Kilowatt-hours, million",54832.1,NA,"total_electricity"
"5428","Paraguay","Electricity - net production",2013,"Kilowatt-hours, million",59875.29,NA,"total_electricity"
"5429","Paraguay","Electricity - net production",2012,"Kilowatt-hours, million",59730.12,NA,"total_electricity"
"5430","Paraguay","Electricity - net production",2011,"Kilowatt-hours, million",57123.75,NA,"total_electricity"
"5431","Paraguay","Electricity - net production",2010,"Kilowatt-hours, million",53616.82,NA,"total_electricity"
"5432","Paraguay","Electricity - net production",2009,"Kilowatt-hours, million",54631.41,NA,"total_electricity"
"5433","Paraguay","Electricity - net production",2008,"Kilowatt-hours, million",55180.67,NA,"total_electricity"
"5434","Paraguay","Electricity - net production",2007,"Kilowatt-hours, million",53423.51,NA,"total_electricity"
"5435","Paraguay","Electricity - net production",2006,"Kilowatt-hours, million",53495.46,NA,"total_electricity"
"5436","Paraguay","Electricity - net production",2005,"Kilowatt-hours, million",50890.48,NA,"total_electricity"
"5437","Paraguay","Electricity - net production",2004,"Kilowatt-hours, million",51632.11,NA,"total_electricity"
"5438","Paraguay","Electricity - net production",2003,"Kilowatt-hours, million",51370.61,NA,"total_electricity"
"5439","Paraguay","Electricity - net production",2002,"Kilowatt-hours, million",47966.49,NA,"total_electricity"
"5440","Paraguay","Electricity - net production",2001,"Kilowatt-hours, million",45086.6,NA,"total_electricity"
"5441","Paraguay","Electricity - net production",2000,"Kilowatt-hours, million",53236.29,NA,"total_electricity"
"5442","Paraguay","Electricity - net production",1999,"Kilowatt-hours, million",51765.95,NA,"total_electricity"
"5443","Paraguay","Electricity - net production",1998,"Kilowatt-hours, million",50615.14,NA,"total_electricity"
"5444","Paraguay","Electricity - net production",1997,"Kilowatt-hours, million",50611,NA,"total_electricity"
"5445","Paraguay","Electricity - net production",1996,"Kilowatt-hours, million",44635,NA,"total_electricity"
"5446","Paraguay","Electricity - net production",1995,"Kilowatt-hours, million",39705,NA,"total_electricity"
"5447","Paraguay","Electricity - net production",1994,"Kilowatt-hours, million",36305,NA,"total_electricity"
"5448","Paraguay","Electricity - net production",1993,"Kilowatt-hours, million",31351,NA,"total_electricity"
"5449","Paraguay","Electricity - net production",1992,"Kilowatt-hours, million",27012,NA,"total_electricity"
"5450","Paraguay","Electricity - net production",1991,"Kilowatt-hours, million",29284,NA,"total_electricity"
"5451","Paraguay","Electricity - net production",1990,"Kilowatt-hours, million",27076,NA,"total_electricity"
"5452","Peru","Electricity - net production",2014,"Kilowatt-hours, million",44708,NA,"total_electricity"
"5453","Peru","Electricity - net production",2013,"Kilowatt-hours, million",42741.1,NA,"total_electricity"
"5454","Peru","Electricity - net production",2012,"Kilowatt-hours, million",39480,NA,"total_electricity"
"5455","Peru","Electricity - net production",2011,"Kilowatt-hours, million",38253.1,NA,"total_electricity"
"5456","Peru","Electricity - net production",2010,"Kilowatt-hours, million",35327,NA,"total_electricity"
"5457","Peru","Electricity - net production",2009,"Kilowatt-hours, million",32430,NA,"total_electricity"
"5458","Peru","Electricity - net production",2008,"Kilowatt-hours, million",31895,NA,"total_electricity"
"5459","Peru","Electricity - net production",2007,"Kilowatt-hours, million",29438,NA,"total_electricity"
"5460","Peru","Electricity - net production",2006,"Kilowatt-hours, million",26932,NA,"total_electricity"
"5461","Peru","Electricity - net production",2005,"Kilowatt-hours, million",25279,NA,"total_electricity"
"5462","Peru","Electricity - net production",2004,"Kilowatt-hours, million",24052,NA,"total_electricity"
"5463","Peru","Electricity - net production",2003,"Kilowatt-hours, million",22725,NA,"total_electricity"
"5464","Peru","Electricity - net production",2002,"Kilowatt-hours, million",21805,NA,"total_electricity"
"5465","Peru","Electricity - net production",2001,"Kilowatt-hours, million",20652,NA,"total_electricity"
"5466","Peru","Electricity - net production",2000,"Kilowatt-hours, million",19622.2037,NA,"total_electricity"
"5467","Peru","Electricity - net production",1999,"Kilowatt-hours, million",18790.3261,NA,"total_electricity"
"5468","Peru","Electricity - net production",1998,"Kilowatt-hours, million",18298,NA,"total_electricity"
"5469","Peru","Electricity - net production",1997,"Kilowatt-hours, million",17671,NA,"total_electricity"
"5470","Peru","Electricity - net production",1996,"Kilowatt-hours, million",16939,NA,"total_electricity"
"5471","Peru","Electricity - net production",1995,"Kilowatt-hours, million",17206,NA,"total_electricity"
"5472","Peru","Electricity - net production",1994,"Kilowatt-hours, million",15427,NA,"total_electricity"
"5473","Peru","Electricity - net production",1993,"Kilowatt-hours, million",14441,NA,"total_electricity"
"5474","Peru","Electricity - net production",1992,"Kilowatt-hours, million",13209,NA,"total_electricity"
"5475","Peru","Electricity - net production",1991,"Kilowatt-hours, million",15081,NA,"total_electricity"
"5476","Peru","Electricity - net production",1990,"Kilowatt-hours, million",13684,NA,"total_electricity"
"5477","Suriname","Electricity - net production",2014,"Kilowatt-hours, million",2144.9,NA,"total_electricity"
"5478","Suriname","Electricity - net production",2013,"Kilowatt-hours, million",2147.2,NA,"total_electricity"
"5479","Suriname","Electricity - net production",2012,"Kilowatt-hours, million",1938.9,NA,"total_electricity"
"5480","Suriname","Electricity - net production",2011,"Kilowatt-hours, million",1918.1,NA,"total_electricity"
"5481","Suriname","Electricity - net production",2010,"Kilowatt-hours, million",1693.9,NA,"total_electricity"
"5482","Suriname","Electricity - net production",2009,"Kilowatt-hours, million",1710.7,NA,"total_electricity"
"5483","Suriname","Electricity - net production",2008,"Kilowatt-hours, million",1692.4,NA,"total_electricity"
"5484","Suriname","Electricity - net production",2007,"Kilowatt-hours, million",1529.2,NA,"total_electricity"
"5485","Suriname","Electricity - net production",2006,"Kilowatt-hours, million",1507.2,NA,"total_electricity"
"5486","Suriname","Electricity - net production",2005,"Kilowatt-hours, million",1491.2,NA,"total_electricity"
"5487","Suriname","Electricity - net production",2004,"Kilowatt-hours, million",1383,NA,"total_electricity"
"5488","Suriname","Electricity - net production",2003,"Kilowatt-hours, million",1305.7,NA,"total_electricity"
"5489","Suriname","Electricity - net production",2002,"Kilowatt-hours, million",1325,NA,"total_electricity"
"5490","Suriname","Electricity - net production",2001,"Kilowatt-hours, million",1209,NA,"total_electricity"
"5491","Suriname","Electricity - net production",2000,"Kilowatt-hours, million",1147,NA,"total_electricity"
"5492","Suriname","Electricity - net production",1999,"Kilowatt-hours, million",1415,NA,"total_electricity"
"5493","Suriname","Electricity - net production",1998,"Kilowatt-hours, million",1397,NA,"total_electricity"
"5494","Suriname","Electricity - net production",1997,"Kilowatt-hours, million",1391,NA,"total_electricity"
"5495","Suriname","Electricity - net production",1996,"Kilowatt-hours, million",1386,NA,"total_electricity"
"5496","Suriname","Electricity - net production",1995,"Kilowatt-hours, million",1377.8,NA,"total_electricity"
"5497","Suriname","Electricity - net production",1994,"Kilowatt-hours, million",1373.4,NA,"total_electricity"
"5498","Suriname","Electricity - net production",1993,"Kilowatt-hours, million",1368,NA,"total_electricity"
"5499","Suriname","Electricity - net production",1992,"Kilowatt-hours, million",1363.6,NA,"total_electricity"
"5500","Suriname","Electricity - net production",1991,"Kilowatt-hours, million",1345,NA,"total_electricity"
"5501","Suriname","Electricity - net production",1990,"Kilowatt-hours, million",1277.2,NA,"total_electricity"
"5502","Trinidad and Tobago","Electricity - net production",2014,"Kilowatt-hours, million",9531,NA,"total_electricity"
"5503","Trinidad and Tobago","Electricity - net production",2013,"Kilowatt-hours, million",9159,NA,"total_electricity"
"5504","Trinidad and Tobago","Electricity - net production",2012,"Kilowatt-hours, million",8800,NA,"total_electricity"
"5505","Trinidad and Tobago","Electricity - net production",2011,"Kilowatt-hours, million",8453,NA,"total_electricity"
"5506","Trinidad and Tobago","Electricity - net production",2010,"Kilowatt-hours, million",8176,NA,"total_electricity"
"5507","Trinidad and Tobago","Electricity - net production",2009,"Kilowatt-hours, million",7556,NA,"total_electricity"
"5508","Trinidad and Tobago","Electricity - net production",2008,"Kilowatt-hours, million",7448,NA,"total_electricity"
"5509","Trinidad and Tobago","Electricity - net production",2007,"Kilowatt-hours, million",7395,NA,"total_electricity"
"5510","Trinidad and Tobago","Electricity - net production",2006,"Kilowatt-hours, million",6928,NA,"total_electricity"
"5511","Trinidad and Tobago","Electricity - net production",2005,"Kilowatt-hours, million",6800,NA,"total_electricity"
"5512","Trinidad and Tobago","Electricity - net production",2004,"Kilowatt-hours, million",6188,NA,"total_electricity"
"5513","Trinidad and Tobago","Electricity - net production",2003,"Kilowatt-hours, million",6188,NA,"total_electricity"
"5514","Trinidad and Tobago","Electricity - net production",2002,"Kilowatt-hours, million",5391,NA,"total_electricity"
"5515","Trinidad and Tobago","Electricity - net production",2001,"Kilowatt-hours, million",5391,NA,"total_electricity"
"5516","Trinidad and Tobago","Electricity - net production",2000,"Kilowatt-hours, million",5202,NA,"total_electricity"
"5517","Trinidad and Tobago","Electricity - net production",1999,"Kilowatt-hours, million",4989,NA,"total_electricity"
"5518","Trinidad and Tobago","Electricity - net production",1998,"Kilowatt-hours, million",5027,NA,"total_electricity"
"5519","Trinidad and Tobago","Electricity - net production",1997,"Kilowatt-hours, million",4851,NA,"total_electricity"
"5520","Trinidad and Tobago","Electricity - net production",1996,"Kilowatt-hours, million",4355,NA,"total_electricity"
"5521","Trinidad and Tobago","Electricity - net production",1995,"Kilowatt-hours, million",4130,NA,"total_electricity"
"5522","Trinidad and Tobago","Electricity - net production",1994,"Kilowatt-hours, million",3818,NA,"total_electricity"
"5523","Trinidad and Tobago","Electricity - net production",1993,"Kilowatt-hours, million",3662,NA,"total_electricity"
"5524","Trinidad and Tobago","Electricity - net production",1992,"Kilowatt-hours, million",3802,NA,"total_electricity"
"5525","Trinidad and Tobago","Electricity - net production",1991,"Kilowatt-hours, million",3559,NA,"total_electricity"
"5526","Trinidad and Tobago","Electricity - net production",1990,"Kilowatt-hours, million",3401,NA,"total_electricity"
"5527","Uruguay","Electricity - net production",2014,"Kilowatt-hours, million",12647.1,NA,"total_electricity"
